sentence1,sentence2,label,pred,abs_error,category
A white and brown dog is walking through the water with difficulty,A brown and white coat is floating across shallow water near a trotting dog,1.875,3.1922146677970886,1.3172146677970886,other
A group of boys are playing with a ball in front of a large door made of wood,A ball made of wood is being played through a door in front of a large group of boys ,3.25,4.6908038854599,1.4408038854599,other
A teenage girl is wearing beads that are red,The girl likes red and isn't wearing beads for teenagers,2.25,3.6956608295440674,1.4456608295440674,other
A teenage girl is wearing beads that are red,"A red sweatshirt with a smiling lady upon it is suited to be worn with light brown hair, earrings and a necklace ",1.14375,2.4161288142204285,1.2723788142204284,long_sentence
A climbing boy rescues the fearful cat from over the wall,A fearful little boy is on a climbing wall,2.25,3.2934588193893433,1.0434588193893433,other
One man is descending a cliff with a rope,One man is climbing a cliff with a rope,2.875,4.470019340515137,1.5950193405151367,other
"A person is climbing a rock with a rope, which is pink",A person with pink climbing gear roped the rock,3.0,4.5448267459869385,1.5448267459869385,other
A young climber is making a rock wall for the boys,The young boy is climbing the wall made of rock,2.875,3.891463875770569,1.0164638757705688,other
One man is doing a bicycle trick in midair,A man is failing to perform a bicycle trick in midair,3.125,4.295322299003601,1.170322299003601,other
The air is tricking a performing cyclist,The cyclist is performing a trick in the air,1.75,4.82161283493042,3.07161283493042,other
"Along two streets, different breeds of dogs are being looked at",Two dogs of different breeds are looking at each other across a street,2.625,4.251123666763306,1.6261236667633057,other
"A dog, which is black, and a white one are staring at each other in the street","Along two streets, different breeds of dogs are being looked at",2.375,3.6344748735427856,1.2594748735427856,low_overlap
Nobody is sitting comfortably on the bench,Two large persons are sitting on a park bench and they have a bottle of soda between them,3.25,2.1439671516418457,1.1060328483581543,negation_mismatch
A man is leading the race,A man is bringing up the rear of the race,2.625,3.9297503232955933,1.3047503232955933,other
A few men in a competition are running outside,A few men in a competition are running outdoors,3.875,4.975108504295349,1.1001085042953491,other
A man is leading the race,A few men in a competition are running indoors,1.375,2.744795083999634,1.3697950839996338,low_overlap
The bride is leaving the groom after the wedding,The bride and the groom are leaving after the wedding,2.75,4.772423803806305,2.022423803806305,other
A married couple is walking down the aisle,A couple who have just got married are walking down the isle,4.75,3.5090959072113037,1.2409040927886963,other
A married couple is walking down the aisle,The priest is walking down the aisle to marry a couple,2.375,3.807973265647888,1.4329732656478882,other
A couple who have just got married are walking down the isle,The bride and the groom are leaving after the wedding,3.875,2.631758451461792,1.243241548538208,low_overlap
A classroom is full of students,A classroom is empty,1.6249999999999998,3.4810280799865723,1.8560280799865725,other
The presentation isn't being watched by a classroom of students,The presentation is being watched by a classroom of students,4.25,3.104235827922821,1.145764172077179,other
"A woman, who is old, is near a white dog","A woman, who is old, is far from a white dog",3.25,4.3309396505355835,1.0809396505355835,other
"A woman, who is old, is near a white dog",A woman and a dog are peacefully sitting on a tree stump,3.35625,2.336702197790146,1.0195478022098543,low_overlap
The dog is snapping at some droplets of water,A snap is depicting some water falling in droplets on the dog,1.6249999999999998,4.328175187110901,2.703175187110901,other
"A girl from Asia, in front of a brick window, doesn't look surprised","A girl from Asia, in front of a brick window, looks surprised",2.75,4.2924147844314575,1.5424147844314575,other
A group of people is equipped with protective gear,A group of people is equipped with unprotective gear,3.125,4.440761208534241,1.3157612085342407,other
The football is between the feet of a boy who is lying on the grass,The football isn't between the feet of a boy who is lying in the grass,2.625,4.201027452945709,1.5760274529457092,other
"The climbing equipment to rescue a man is hanging from a white, vertical rock","A man with equipment used for climbing is hanging from a white, vertical rock.",2.75,4.502708911895752,1.752708911895752,other
People are on a beach full of sand by the ocean and are enjoying a sunny day,There is no one on the shore,3.375,2.017211765050888,1.357788234949112,negation_mismatch
A courageous performer is doing a wheelie with a motorcycle over a man in a blue jumpsuit,A man in a blue jumpsuit is courageously performing a wheelie on a motorcycle,3.25,4.441813826560974,1.1918138265609741,other
"The man is on ground which is mostly barren, filming a wheelie done with a motorcycle.",A man in a blue jumpsuit is courageously performing a wheelie on a motorcycle,2.0,3.0719763040542603,1.0719763040542603,other
The girl in the red shirt is blowing a bubble ,The girl in a dyed red shirt isn't blowing a bubble,1.75,3.5669612884521484,1.8169612884521484,other
"A bubble blew, dyeing the girl's shirt red.",The girl in the red shirt is blowing a bubble ,2.45625,4.051166772842407,1.5949167728424074,other
A little boy is jumping into a puddle on the street,A little boy's jumper is in a puddle in the street,3.0,4.461060166358948,1.4610601663589478,other
Two toddlers are eating on a really small wagon full of corndogs ,Two young kids are eating corndogs,2.5,3.9923709630966187,1.4923709630966187,other
A talk about an adult and a boy is given in the amphitheater,"The man and the boy are standing at the bottom of the stairs, which are outdoors",0.625,1.8448489904403687,1.2198489904403687,other
A woman is wearing sunglasses of large size and is holding newspapers in both hands,A newspaper is featuring a woman with large sized hands holding sunglasses and wearing a coat,2.0,4.437887072563171,2.4378870725631714,other
An old woman is wearing a rose patterned shirt and is clumsily carrying two newspapers,A newspaper is featuring a woman with large sized hands holding sunglasses and wearing a coat,1.25,2.955583930015564,1.705583930015564,other
"A dog, which is large and gray, is dropping a ball from its mouth and stopping in the grass","A dog, which is large and gray, is carrying a ball in its mouth and running across the grass",2.0,4.058333337306976,2.0583333373069763,other
A man is opening a package that contains headphones,A man is opening a package that doesn't contain headphones,3.0,4.037679135799408,1.037679135799408,other
There is no man singing and playing the guitar,A man is singing and playing the guitar,2.0,3.639581799507141,1.6395817995071411,negation_mismatch
The turtle is following the fish,The fish is following the turtle,3.5,4.948871433734894,1.4488714337348938,other
The fish is following the turtle,A sea turtle is hunting for fish,2.75,3.9578747749328613,1.2078747749328613,other
A woman is cracking some eggs into a bowl,A woman is cracking some eggs outside a bowl,3.25,4.536393880844116,1.2863938808441162,other
A woman is slicing a potato,A woman is slicing a carrot,2.75,4.008513391017914,1.2585133910179138,other
A woman is not boiling shrimps,A woman is boiling shrimps,2.73125,3.8526245951652527,1.1213745951652525,negation_mismatch
A man and a woman are walking together through the city,A man and a woman are walking through a wooded area,2.375,3.7533599138259888,1.3783599138259888,other
A man is speaking about the stage,A man is speaking on a stage,3.20625,4.805384874343872,1.5991348743438722,other
A woman is talking on a telephone,Two boys are not talking on the phone,2.875,1.304081380367279,1.570918619632721,negation_mismatch
There is no woman mixing eggs,A woman is mixing eggs,2.625,3.7547877430915833,1.1297877430915833,negation_mismatch
A band is not performing on a stage,A band is performing on a stage,4.5,3.4502875804901123,1.0497124195098877,negation_mismatch
There is no man walking outside,A man is walking outside,4.5,3.4126198291778564,1.0873801708221436,negation_mismatch
A man is playing baseball with a flute,A man is playing flute,2.875,3.919886350631714,1.0448863506317139,other
There is no man playing soccer,A man is playing soccer,4.75,3.6421799659729004,1.1078200340270996,negation_mismatch
A man is playing soccer,A soccer man is playing piano,2.0,3.656556010246277,1.6565560102462769,negation_mismatch
A soccer man is playing piano,A man is playing flute,1.0,2.385101616382599,1.3851016163825989,negation_mismatch
There is no man playing flute,A man is playing soccer,0.1250000000000001,1.2007762491703033,1.0757762491703033,negation_mismatch
A boy is spanking a man with a plastic sword,A man is spanking a boy with a plastic sword,3.25,4.92311954498291,1.6731195449829102,other
A boy is whacking a man with a sword,A man is whacking a boy with a sword,3.25,4.925522208213806,1.6755222082138062,other
There is no man being hit,A boy is spanking a man with a plastic sword,3.125,1.3446058332920074,1.7803941667079926,negation_mismatch
The woman is measuring a man,The woman is measuring the other woman,3.125,4.129763245582581,1.0047632455825806,other
The machine is shaving the end of a pencil,A pencil is being sharpened,4.125,2.8816285729408264,1.2433714270591736,other
A machine is sharpening a pencil,The machine is shaving the end of a pencil,5.0,3.4972181916236877,1.5027818083763123,other
A woman is brushing her hand,A woman is brushing her feet,2.75,4.023222923278809,1.2732229232788086,other
A man is not playing a guitar,A man is playing a keyboard,3.41875,2.135508507490158,1.283241492509842,negation_mismatch
A woman is slicing vegetables,A woman is cutting some flowers,1.5000000000000002,3.021283745765686,1.5212837457656858,other
A cat is playing a keyboard,A musician is playing two keyboards,1.6249999999999998,2.651739716529846,1.0267397165298464,other
A cat is playing a keyboard,A man is playing two keyboards,1.375,2.535330057144165,1.160330057144165,other
A man is playing the guitar,A man is playing the guitar owner,2.5,4.389172792434692,1.8891727924346924,other
The man needs a stenograph to operate ,The man is operating a stenograph,3.125,4.5593637228012085,1.4343637228012085,other
The man isn't cautiously feeding a mouse to the snake,The man is cautiously feeding a mouse to the snake,2.125,3.851615786552429,1.7266157865524292,other
A poor man is being fed snakes and mice,The man is cautiously feeding a mouse to the snake,1.375,3.675779104232788,2.300779104232788,other
The man is playing a piano,A guy is cheerfully playing with the footbag,0.375,1.5028685331344604,1.1278685331344604,negation_mismatch
A girl is on a jumping car,One girl is jumping on the car,2.75,4.645171165466309,1.8951711654663086,other
The man is pouring oil on a few tomatoes,Somebody is pouring tomato oil on the man,2.625,4.452277719974518,1.8272777199745178,other
Few men like pouring tomato oil,The man is pouring some oil on the tomatoes,2.25,3.8205385208129883,1.5705385208129883,low_overlap
The milk is being drunk by a cat,A drunk man is milking a cat,1.75,3.927021026611328,2.177021026611328,other
A kitten is drinking fresh milk,A drunk man is milking a cat,0.875,2.8631240129470825,1.9881240129470825,low_overlap
There is no man slicing an onion,An onion is being cut by a man,2.0,3.6993208527565002,1.6993208527565002,negation_mismatch
The elephant is being ridden by the woman,The elephant isn't being ridden by the woman,2.375,3.567303419113159,1.1923034191131592,other
The elephant is being ridden by the woman,The elephant is being ridden over a woman,2.5187500000000003,4.510642886161804,1.991892886161804,other
A man is pushing the buttons of a microwave,There is no man is pushing the buttons of a microwave,2.625,3.8805052638053894,1.2555052638053894,negation_mismatch
A man is pushing the buttons of a microwave,A man is being pushed toward the buttons of a microwave,2.25,4.8055726289749146,2.5555726289749146,other
One woman is playing a flute,A flute is being put away by a girl,1.6249999999999998,3.179272413253784,1.5542724132537844,other
A girl is making a flute which is not to be played,One woman is playing a flute,2.125,3.462449312210083,1.337449312210083,negation_mismatch
The play is about a happy boy playing the piano,A boy is happily playing the piano,2.25,4.181370437145233,1.9313704371452332,other
A prey is quickly running behind the cheetah,A cheetah is chasing its prey across a field,2.25,4.1561055183410645,1.9061055183410645,other
Not everyone is able to walk a lion,A lion is slowly walking,1.875,3.198815882205963,1.3238158822059631,negation_mismatch
The loud man is not allowed to play the guitar,A man is playing the guitar loudly,2.0,3.2435959577560425,1.2435959577560425,negation_mismatch
The orange colored dices are being cast by a cook to win the pepper,A cook is slicing some bell peppers,1.875,2.923625111579895,1.048625111579895,low_overlap
A girl is cutting butter into two pieces,A magician is cutting a girl into two pieces like butter,1.5000000000000002,3.961140215396881,2.461140215396881,other
Some sliced tofu is being eaten by a woman,Tofu is being sliced by a woman,3.125,4.57492470741272,1.4499247074127197,other
A girl is cutting butter into two pieces,Some sliced tofu is being eaten by a woman,0.625,1.9780731201171875,1.3530731201171875,low_overlap
A girl is melting two pieces of butter together,Tofu is being sliced by a woman,0.5437500000000001,1.6066762804985046,1.0629262804985045,low_overlap
A magician is cutting a girl into two pieces like butter,Tofu is being sliced by a woman,0.375,1.957751214504242,1.582751214504242,low_overlap
The speaker likes parrots,A parrot is speaking,2.3312500000000003,4.0545594692230225,1.7233094692230222,low_overlap
The speaker likes parrots,The parrot is talking into the microphone,2.0,3.6055350303649902,1.6055350303649902,low_overlap
The microphone in front of the talking parrot is being muted,A parrot is speaking,2.625,3.730248212814331,1.105248212814331,low_overlap
The kittens on the trays are being eaten as food for an advertisement,Some kittens are eating,2.125,4.146674275398254,2.0216742753982544,low_overlap
The food on the trays is being eaten by the kittens,A man is eating near the kittens,2.5,3.730674386024475,1.230674386024475,other
A man is passionately playing a guitar,The guitar player loves the man passionately,1.875,4.101942777633667,2.226942777633667,other
Two people are playing ping pong,A ping pong player is meeting with two people,2.625,3.9780324697494507,1.3530324697494507,other
The windows are being cleaned by a man,The man has a window of time to clean himself,0.9375,3.849422037601471,2.911922037601471,other
The man is driving a car carefully,The windows are being cleaned by a man,0.2499999999999999,1.253185123205185,1.003185123205185,other
A chimp is angrily kicking a target,An angry man is targeting a kicking chimp,3.0,4.247570633888245,1.2475706338882446,other
One small child is drinking water from the cup,The kitten is eagerly drinking some milk from the bowl,0.4999999999999999,2.1944205462932587,1.6944205462932587,other
One small child is drinking water from the cup,The kitten isn't eagerly drinking some milk from the bowl,0.4999999999999999,1.8243926763534546,1.3243926763534546,other
A woman is carefully removing her makeup,A woman is putting on makeup carefully,2.25,4.0675657987594604,1.8175657987594604,other
A person is playing a guitar and singing,The singer is hiring a person to fire the guitar player,1.375,2.6369458436965942,1.2619458436965942,other
Some water is being drunk by a cat,A drunk man is unwarily watering a cat,2.25,3.8197356462478638,1.5697356462478638,other
A girl is playing the guitar,The guitar player is loving one girl,2.25,3.807244896888733,1.557244896888733,other
The man is on the ride with the horse,The horse is being ridden by a man,3.375,4.675641357898712,1.3006413578987122,other
The guitar is being sold by a lady,The guitar is being played by a lady,2.625,4.13652777671814,1.5115277767181396,other
Some meat is being stitched together by a woman,Some meat is being cut into pieces by a woman,2.8125,4.075089693069458,1.262589693069458,other
A boy in his teens isn't talking to a girl with a webcam,A boy in his teens is talking to a girl with a webcam,2.625,3.8675248622894287,1.2425248622894287,other
A person is strongly whisking eggs in a bowl,"A woman is beating the man that is keeping two eggs in the bowl, using a wire whisk ",2.0,3.3384281396865845,1.3384281396865845,other
A baby is cheerfully playing with a dog,A small boy is playing with a dog,4.375,3.205620050430298,1.1693799495697021,other
There is no woman peeling a potato,A woman is peeling a potato,2.25,3.542271852493286,1.2922718524932861,negation_mismatch
The picture of a man is being taken near a lake,A man is taking pictures of a lake,3.0,4.4295454025268555,1.4295454025268555,other
A woman is cracking an egg into a bowl,A woman is placing a bowl with a crack near an egg,2.75,4.349548518657684,1.5995485186576843,other
A woman is cracking an egg into a bowl,The woman is not cracking two eggs into a glass bowl,2.5,3.6694446206092834,1.1694446206092834,negation_mismatch
A man is slicing some garlic and putting away the bread,A man is putting garlic on some bread slices,2.875,3.9234566688537598,1.0484566688537598,other
Two crocodiles are floating in a green colored swimming pool near some playing kids,Two kids are playing in a swimming pool with a green colored crocodile float,3.125,4.582064151763916,1.457064151763916,other
A horse is falling on someone,The man is being knocked off of a horse,2.0,3.6039912700653076,1.6039912700653076,negation_mismatch
A dog is opening a can of food,A dog is closing a can of food,2.5,4.165675044059753,1.6656750440597534,other
A person near an onion has a cut,A person is cutting an onion,3.0,4.503668546676636,1.5036685466766357,other
A thin lady is piecing together oriental carrot cuts,A woman is slicing a carrot,2.875,3.891133666038513,1.0161336660385132,other
A man is pouring a pot of cheese sauce into a shredded plate,The lady is adding cheese to the sauce,1.5000000000000002,2.929166555404663,1.4291665554046629,other
The man is slicing the potato,The man is not slicing the potato,2.375,3.621099293231964,1.2460992932319641,negation_mismatch
The man is playing the piano with his nose,There is no man playing the piano with his nose,2.375,3.77350389957428,1.3985038995742798,other
A baby rhino is following an adult rhino,A baby and an adult are being followed by a rhino,2.375,4.465318322181702,2.0903183221817017,other
A baby rhino is walking around a pen with its mother,A mother is giving the baby a pen with a walking rhino on it,1.375,4.1781085729599,2.8031085729599,other
A baby rhino is following an adult rhino,"A rhino, which is a youngling, is walking around a pen with its mother",4.75,3.420264422893524,1.3297355771064758,low_overlap
A baby rhino is following an adult rhino,A mother is giving the baby a pen with a walking rhino on it,1.375,2.8451859951019287,1.4701859951019287,other
A man is riding a motorcycle,A man is getting off the motorcycle,2.5,3.737967014312744,1.2379670143127441,other
Some people are singing,Some people are silent,3.625,2.318746894598007,1.3062531054019928,other
There is no panda climbing,A man is climbing a rope,0.375,1.4195121824741364,1.0445121824741364,negation_mismatch
A man is being roped before a climb,A panda is climbing,0.0,1.8455326557159424,1.8455326557159424,low_overlap
Four people are floating on a raft,People are not riding and paddling a raft,4.25,3.1665539741516113,1.0834460258483887,negation_mismatch
People are paddling near a raft that is being ridden,Four people are floating on a raft,2.375,3.8383540511131287,1.4633540511131287,other
There is no little girl playing a grand piano on stage,A little girl is playing a grand piano on stage,2.25,3.8535627722740173,1.6035627722740173,other
A monkey is brushing the dog,A bull dog is brushing the monkey,3.0,4.561428427696228,1.561428427696228,other
The monkey is brushing a bull dog,There is no monkey brushing the dog,1.875,3.575064539909363,1.7000645399093628,negation_mismatch
A man is dancing with a worn hard hat,A man is wearing a hard hat and dancing,3.625,4.870397448539734,1.2453974485397339,other
A woman is slicing a potato,Vegetables are being sliced by a man,1.6249999999999998,2.678246796131134,1.0532467961311343,low_overlap
The lady is carefully slicing up the meat,The lady is cracking an egg for the mixer,2.75,1.6825835406780243,1.0674164593219757,other
Ferrets are climbing up a shelf,Ferrets are climbing down from a shelf,2.5,4.658759832382202,2.158759832382202,other
A man is getting into a car in a garage,A man is getting a garage for the car,2.5,3.7182530760765076,1.2182530760765076,other
There is no man singing and playing the guitar,A man is playing a guitar,4.125,3.077852725982666,1.047147274017334,negation_mismatch
A woman on a boulder is lying on a blanket and reading a book,A seated woman is singing a song and playing the guitar,2.0,0.8995371311903,1.1004628688097,other
A person is pouring olive oil into a pot on the stove,A person is pouring olive oil into the stove from a pot,3.1437500000000003,4.936803579330444,1.793053579330444,other
A person is cleaning a pot of cooking oil,A person is pouring cooking oil into a pot,2.75,3.764946460723877,1.014946460723877,other
A woman is walking the dog down the street,The woman is not walking the dog,2.0,3.33058625459671,1.3305862545967102,negation_mismatch
There is no small guinea pig gnawing and eating a piece of carrot on the floor,A guinea pig is eating a carrot,2.25,3.3162543177604675,1.0662543177604675,negation_mismatch
A man is slicing a carrot with a knife,The woman is slicing an onion,1.125,2.851313054561615,1.726313054561615,low_overlap
The woman is not penciling on eyeshadow,The girl is using an eye pencil on her eyelid,3.5,2.341884672641754,1.1581153273582458,negation_mismatch
A woman is putting down a flute,The woman is playing the flute,2.75,4.067004919052124,1.317004919052124,other
The man isn't lifting weights,The man is lifting barbells,4.0,2.910211980342865,1.089788019657135,other
Two cows are fighting in a pasture by a man,Two men are fighting in a cattle pen,2.25,3.7160760164260864,1.4660760164260864,other
A woman is putting cosmetics on her eyelid,A woman is removing cosmetics from her eyelid,2.875,4.233995676040649,1.3589956760406494,other
There is no team playing soccer,Two teams are playing soccer,2.25,3.646295666694641,1.3962956666946411,negation_mismatch
A man is jumping onto a low wall,A man is jumping off a low wall,3.0,4.664340615272522,1.664340615272522,other
There is no man pouring oil into a pan,A man is pouring oil into a pan,2.75,3.8537830114364624,1.1037830114364624,negation_mismatch
The woman is chopping garlic,The woman is not chopping garlic,2.5,3.6632996797561646,1.1632996797561646,negation_mismatch
A woman is chopping broccoli,The woman is chopping garlic,2.25,3.4339091181755066,1.1839091181755066,other
There is no man sitting on the floor and playing a guitar,A man is sitting on the floor and is playing a guitar,2.625,3.869171440601349,1.2441714406013489,negation_mismatch
A woman is applying cosmetics to her eyelid,A woman is removing cosmetics from her eyelid,3.125,4.147971272468567,1.022971272468567,other
A gloved person is kicking at the hand of a monkey,A monkey is kicking at the gloved hand of a person,2.625,4.909193515777588,2.284193515777588,other
The kitten is not playing with a toy,The kitten is playing with a toy,1.75,3.4153571724891663,1.6653571724891663,negation_mismatch
A man is being stopped on a rope bridge,A boy is walking across a bridge,1.375,2.4154481291770935,1.0404481291770935,other
A boy is hanging a rod for fishing and running in front of a fish,A boy is running away from the fishing line,2.125,3.194318413734436,1.069318413734436,other
A squirrel is running in circles,The squirrel is not running in circles,2.75,3.8766026496887207,1.1266026496887207,negation_mismatch
There is no person kicking a soccer ball between somebody's feet,A person is kicking a soccer ball between their feet,2.75,3.7922310829162598,1.0422310829162598,negation_mismatch
The soccer player is not kicking the ball between somebody's legs,The soccer player is kicking the ball between somebody's legs,2.75,3.7804651260375977,1.0304651260375977,negation_mismatch
A person is kicking a soccer ball between their feet,The person who is playing soccer is kicking the ball between somebody's legs,3.5,4.635106921195984,1.1351069211959839,other
A boy is waving at some young runners from the ocean,The young boy is running through the ocean waves,2.5,3.7388813495635986,1.2388813495635986,other
"The plane, which is south African, is flying in a blue sky",An airplane is flying through the air,4.375,3.038763999938965,1.3362360000610352,other
The man is slicing bread,The woman is not slicing herbs,2.375,1.3139444589614868,1.0610555410385132,negation_mismatch
The woman is slicing herbs,The man is slicing bread,1.125,2.2425073385238647,1.1175073385238647,other
The woman is stirring eggs in a bowl,Somebody is beating an egg,4.0,2.8436696529388428,1.1563303470611572,low_overlap
A woman is deboning a fish,A woman is freeing a fish,2.125,3.560231328010559,1.435231328010559,other
A man is playing a violin,A man is harping on about a play,0.625,2.469547986984253,1.844547986984253,other
One woman is handing volleyballs to another woman,One woman is denying the volleyballs to another woman,2.75,3.8541966676712036,1.1041966676712036,other
The man is thinking,A man is dancing,0.875,2.053345888853073,1.1783458888530731,low_overlap
A white cat perched on a small wooden cabinet is looking outside the window,There is no white cat perched on a small wooden cabinet looking outside the window,2.875,4.060018062591553,1.1850180625915527,negation_mismatch
A white cat perched on a small wooden cabinet is looking outside the window,Someone on a perch is looking at a small wooden cat that is on a white cabinet outside the window ,2.75,4.381297826766968,1.6312978267669678,other
A baby is licking a dog,A dog is licking a baby,3.625,4.846483469009399,1.2214834690093994,other
A person is jotting something with a pencil,The person is writing with a pencil,4.875,3.293740153312683,1.581259846687317,other
The person is writing with a pencil,The writing is about a person penciling,2.75,4.323861002922058,1.573861002922058,other
A person is jotting something with a pencil,A person is writing,4.5,2.1235761046409607,2.3764238953590393,other
Someone is boiling okra in a pot,Someone is being boiled with okra in a pot,2.125,4.7345417737960815,2.6095417737960815,other
A man is dancing,A man is standing still,2.625,1.527249813079834,1.097750186920166,other
A squirrel is running around in circles,A runner is circling a squirrel,2.625,4.302666485309601,1.6776664853096008,other
Paper and scissors both cut,The piece of paper is being cut,2.25,3.650272786617279,1.400272786617279,low_overlap
The man is playing the flute,The man is playing a guitar,1.75,2.8832414746284485,1.1332414746284485,other
The man is doing floor exercises,A man doing exercises is being floored,2.25,4.83059287071228,2.5805928707122803,other
A monkey is riding a bike,A bike is being ridden over a monkey,2.625,4.136608839035034,1.5116088390350342,other
